date,observed,trend,seasonal,resid
2022-05-31,0.6400523788914705,0.6891113791680801,-0.011508036787943862,-0.037550963488665726
2022-06-30,0.7433077408824559,0.688470515839552,0.043114884466308345,0.011722340576595547
2022-07-31,0.757343663922539,0.6883354807286564,0.06262906979627171,0.006379113397610978
2022-08-31,0.7512165826281537,0.6892914618674528,0.05881863819606309,0.0031064825646378025
2022-09-30,0.7250583412719366,0.6908285207216551,0.03533301813093294,-0.0011031975806514854
2022-10-31,0.7045642886608656,0.6958018969726911,0.02646091522813271,-0.01769852353995821
2022-11-30,0.7323165397851278,0.7033522927932061,0.03294901121399568,-0.003984764222074
2022-12-31,0.6924478854811932,0.708246933490197,0.006489833214934606,-0.022288881223938385
2023-01-31,0.6805795694386706,0.7108795849399295,-0.037990181217397175,0.007690165716138238
2023-02-28,0.6508053913514389,0.7135513738340111,-0.05722379958301825,-0.005522182899553987
2023-03-31,0.6510238300225131,0.7154191322105627,-0.08314107954113868,0.018745777353089008
2023-04-30,0.6638258156520955,0.7179228921579421,-0.07593227311714108,0.021835196611294475
2023-05-31,0.7354233499514986,0.7202226318693878,-0.011508036787943862,0.026708754870054627
2023-06-30,0.7654081465502078,0.7219014443100011,0.043114884466308345,0.0003918177738983508
2023-07-31,0.798426893048368,0.7207117983439106,0.06262906979627171,0.015086024908185655
2023-08-31,0.7742562869602845,0.7166010804072412,0.05881863819606309,-0.0011634316430198521
2023-09-30,0.746844837977043,0.7112822594905398,0.03533301813093294,0.00022956035557029908
2023-10-31,0.742868030692863,0.7046807282223579,0.02646091522813271,0.01172638724237235
2023-11-30,0.7492065508278303,0.6977171243769328,0.03294901121399568,0.018540415236901808
2023-12-31,0.7158493730132105,0.6914687958926407,0.006489833214934606,0.01789074390563524
2024-01-31,0.6286265787204781,0.6880914871649049,-0.037990181217397175,-0.02147472722702958
2024-02-29,0.6041011515895672,0.6861328873857845,-0.05722379958301825,-0.024807936213199003
2024-03-31,0.5700763677835512,0.685434956131041,-0.08314107954113868,-0.03221750880635112
2024-04-30,0.5863365274546944,0.6861572918260562,-0.07593227311714108,-0.023888491254220698
2024-05-31,0.6457861458586944,0.6857671727020604,-0.011508036787943862,-0.028472990055422157
2024-06-30,0.7050854670199979,0.6858577110902444,0.043114884466308345,-0.02388712853655489
2024-07-31,0.7776941631129214,,0.06262906979627171,
2024-08-31,0.7479826221968418,,0.05881863819606309,
2024-09-30,0.7563681526266419,,0.03533301813093294,
2024-10-31,0.7506807727236288,,0.02646091522813271,
2024-11-30,0.7320309498211645,,0.03294901121399568,
2024-12-31,0.7351978953362925,,0.006489833214934606,
